Title,Category,Price,Product Code/ SKU,Short Description,Long Description,How to Use,Active Ingredients,Product URL
Deep Heat Cream,Health,3.50 - 6.50,P-200039,"Deep Heat Rub is recommended for the relief of muscular pains and stiffness including back and rheumatic pain, sciatica, fibrositis, sprains and chilblains.   Deep Heat Rub c an be used before or after exercise .","Deep Heat generates penetrating warmth in aching, injured and sore muscles. Deep Heat Heat Rub can be used before or after exercise and contains ingredients that provide pain-relief plus heat. Heat therapy helps to increase blood supply to relax and soothe.  Deep Heat products are manufactured by the Mentholatum Company Ltd, s ituated in East Kilbride, Scotland, Mentholatum Company Ltd specialises in the manufacture and supply of high quality healthcare products.","Use this Deep Heat Rub Cream only on your skin. Adults and children over 5 years should gently massage Deep Heat Heat Rub into the affected area until the cream is rubbed in. Apply a thin layer to the skin 2 – 3 times daily and wash hands immediately after use. Always read the label. Please read the enclosed leaflet for warnings and precautions for use. Do not use if you are allergic to any of the ingredients or painkillers such as aspirin, ibuprofen and other NSAIDs. Not to be used in children under 5 years. Consult your doctor before use if you are pregnant, breast feeding, asthmatic or on any prescribed medicines.  Keep all medicines out of the sight and reach of children.",,https://www.inishpharmacy.com/p/deep-heat-cream/p-200039
FIXXA Heel Cushions 2 Pack ,Health->First Aid,3.00,768197,"The FIXXA heel cushions are a non-slip cushioning for your shoes, suitable for all types of footwear you cannot go wrong with these in your home.  Designed to be soft and comfortable they will keep you on your feet and feeling good for longer.",,,,https://www.inishpharmacy.com/p/fixxa-heel-cushions-2-pack-/768197
FIXXA Nylon Ankle Support,Health->First Aid->Supports,6.00,P-FIXANKSUP,FIXXA Nylon Ankle Support is a breathable and comfortable material used to help support a weak or injured ankle. This handwash support can be worn during actives and is available in 4 sizes.,,,,https://www.inishpharmacy.com/p/fixxa-nylon-ankle-support/p-fixanksup
FIXXA Instant Ice Pack,Health->Travel->First Aid,2.50,768234,"FIXXA Instant Ice Packs is a must have for any first aid kit. These fast and effective ice packs are an effective way to apply cold treatment to sprains, strains, joint pain headaches, stings or sports injuries. Size 13cm*15cm.",,,,https://www.inishpharmacy.com/p/fixxa-instant-ice-pack/768234
Caldera hot and Cold Therapy Wrap Universal Wrap Medium,Health->Pain Relief->Muscular and Joint Pain Relief,,401542,,,,,https://www.inishpharmacy.com/p/caldera-hot-and-cold-therapy-wrap-universal-wrap-medium/401542
Carnation Finger & Toe Bandage,Health->Travel->First Aid,4.25,800192,Carnation Finger & Toe Bandage has been designed to help support either the finger or toe. This easy to use bandage can be cut to your preferred size.,,,,https://www.inishpharmacy.com/p/carnation-finger-and-toe-bandage/800192
FIXXA Gentle Paper Tape 2.5cm x 9m,Health->First Aid->Bandages ,2.00,768237,FIXXA Gentle Paper Tape is designed to help secure the bandage to the wound. This gentle tape is fully flexible and suitable for sensitive skin. Size 2.5cm,,,,https://www.inishpharmacy.com/p/fixxa-gentle-paper-tape-25cm-x-9m/768237
FIXXA Feather Flex Universal Plasters 12 Pack,Health->First Aid,2.00,768224,These feather flex durable plasters from FIXXA are durable and stretchable enough for your first aid needs. They have a breathable material which allows moisture to evaporate leaving your skin fresh and dry while it heals.  The universal size means they are perfect for most cuts or grazes making them a household must have.,,,,https://www.inishpharmacy.com/p/fixxa-feather-flex-universal-plasters-12-pack/768224
FIXXA Adhesive Gauze Pad,Health->First Aid->Bandages ,1.00 - 1.75,P-FIXADGAZE,"FIXXA Adhesive Gauze Pad offers superior wound protection. The water-resistant and non-stick pad is gentle on the skin and allows for any wounds to breathe. Ideal to use on minor cuts, scrapes and burns.",,,,https://www.inishpharmacy.com/p/fixxa-adhesive-gauze-pad/p-fixadgaze
FIXXA Gauze Roll 7.6cm x 3.7cm,Health->First Aid->Bandages ,1.00,768182,FIXXA Gauze Roll is used to fix and support the dressing pad on the wound or other areas. This size is 7.6cm*3.7m.,,,,https://www.inishpharmacy.com/p/fixxa-gauze-roll-76cm-x-37cm/768182
FIXXA Elastic Ace Type Bandage,Health->First Aid->Bandages ,1.50,P-FIXELASBAN,FIXXA Elastic Ace Type Bandage is used to fix and support a dressing pad on the wound or other areas. Available in 3 sizes.,,,,https://www.inishpharmacy.com/p/fixxa-elastic-ace-type-bandage/p-fixelasban
FIXXA Feather Flex Large Plasters 4 Pack,Health->First Aid,2.00,768225,These feather flex durable plasters from FIXXA are durable and stretchable enough for your first aid needs. They have a breathable material which allows moisture to evaporate leaving your skin fresh and dry while it heals.  Large enough to be used on most wounds these are a must-have in any household.,,,,https://www.inishpharmacy.com/p/fixxa-feather-flex-large-plasters-4-pack/768225
Elastoplast Water Resistant Plasters 20 Pack + 10 Free,Health->First Aid->Plasters,2.95,48452,"Elastoplast Water Resistant Plasters have been designed to help cover and protect cuts, grazes and everyday wounds from water and dirt. This stong adhesive plaster comes with 10 free plasters per box.    .",,,,https://www.inishpharmacy.com/p/elastoplast-water-resistant-plasters-20-pack--10-free/48452
Elastoplast Finger Strips 16 Pack,Health->First Aid->Plasters,2.75,76861,"Elastoplast Finger Strips are extra flexible fabric plasters that include a long hold. These plasters are ideal to use on minor, everyday wounds such as scratches, cuts and grazes. Suitable to use on adults and children over 2 years old.",,,,https://www.inishpharmacy.com/p/elastoplast-finger-strips-16-pack/76861
McDavid Ankle Sleeve Elastic 511 Level 1 - Primary Protection,McDavid Ankle Sleeve Elastic 511 Level 1 - Primary Protection,8.95,P-402773,"Best for support and relief from pain associated with arthritis and tendonitis and minor injury.   Breathable non-neoprene woven elastic construction  Ideal for those with neoprene allergies  Fits left or right   Content: 65% Polyester, 25% Rubber, 10% Nylon",,,,https://www.inishpharmacy.com/p/mcdavid-ankle-sleeve-elastic-511-level-1---primary-protection/p-402773
McDavid Ankle Support With Adjustable Straps Level 2 Advanced OSFM 430,McDavid Ankle Support With Adjustable Straps Level 2 Advanced OSFM 430,19.95,401670,"Level 2: Advanced Protection Fully adjustable thermal neoprene ankle support with Figure-8 straps for added stability. Provides compression, support and therapeutic warmth in a one size product.","Composition 100% latex-free 3.2mm neoprene (CR) - exclusive of binding/straps/cover fabric.  How To Wear   Open support, put heel in place and close across front of ankle  Pull one strap up and over the top of foot, wrap around back of ankle and return to front of ankle, securing strap to itself.  Repeat with other strap.   Sizing One size fits most.",,,https://www.inishpharmacy.com/p/mcdavid-ankle-support-with-adjustable-straps-level-2-advanced-osfm-430/401670
McDavid Ankle Brace Level 3 Maximum 199,Health->Pain Relief->Muscular and Joint Pain Relief,26.95 - 27.95,P-MCD199,Level 3: Maximum Protection   Features steel stays and an ultralight nylon shell with laces to give maximum support. Fits either ankle   Spring steel medical stays for maximum support   Highly breathable   Ventilated tongue   Reinforced eyelets   Fits left or right,How to Wear   Slip brace on foot.  Lace it up completely like a shoe.   Sizing (Shoe size)   XS: 5-6  S: 6-8  M: 8-10  L: 10-12  XL: 13+,,,https://www.inishpharmacy.com/p/mcdavid-ankle-brace-level-3-maximum-199/p-mcd199
McDavid Ankle Brace w/ Straps - Level 3 Maximum Protection 195,Health,34.95,P-401668,"Level 3: Maximum Protection F eatures an ultralight nylon shell with laces and fully adjustable figure-8 straps to simulate athletic tape. S traps can be tightened at any time without re-lacing the brace. I ncludes a padded lining, notched front, elastic heel and tongue. Fits either ankle","Composition 600 Denier Polyester  How to Wear   Slip brace on foot.  Lace it up completely like a shoe.  Pull left non-stretch strap tight across top of foot, under foot and secure to left side of ankle.  Pull right non-stretch strap tight across top of foot, under foot and secure to right side of ankle.  Secure top elastic straps over laces with hook and loop closure.   Sizing (Shoe size)   XS: 5-6  S: 6-8  M: 8-10  L: 10-12  XL: 13+",,,https://www.inishpharmacy.com/p/mcdavid-ankle-brace-w_-straps---level-3-maximum-protection-195/p-401668
McDavid Ankle & Achilles Tendon Support Level 2 Advanced ,Health->First Aid->Supports,11.50,P-MCD6046,This ankle brace from McDavid has an adjustable strap and thick foam padding providing support and pain relieving compression.  It is designed to fit the left or right foot.  It has a versatile stirrup strap which allows for relief at the heel.,,,,https://www.inishpharmacy.com/p/mcdavid-ankle-and-achilles-tendon-support-level-2-advanced-/p-mcd6046
Kool N Soothe Fever Soft Gel Sheets 4 Pack,Health->Travel->First Aid,3.75,KNS1157,"Kool N Soothe Soft gel Sheets are ideal to use to provide immediate relief for fever in children. They are also safe to use with other medicines. The strip is applied to the child's forehead and gives a fast but gentle cooling effect. The sheet will adhere to the skin so that it stays in place, unlike a wet flannel.   Suitable from 1 year old  Ready to use  Provides immediate soothing relief",,,,https://www.inishpharmacy.com/p/kool-n-soothe-fever-soft-gel-sheets-4-pack/kns1157
Iodine Spray Strong 10% Solution 500ml,Health->First Aid->Antiseptics & Wound Cleaning ,14.95,IODINE-STRONG,Forans Strong Iodine Solution 10% is a general disinfectant that helps fight bacteria and germs. Bacterial spores are killed within 15 minutes of use. Can also be used to treat animal wounds.,,,,https://www.inishpharmacy.com/p/iodine-spray-strong-10-solution-500ml/iodine-strong
Infinity Household Scissors,Health->First Aid,0.00,G2006,"Infinity Household Scissors are made of finest quality stainless steel, these rust-resistant, multipurpose sturdy scissors are a must-have in the household for a variety of uses.",,,,https://www.inishpharmacy.com/p/infinity-household-scissors/g2006
Magnesium Sulfate Paste ,Health->First Aid->Antiseptics & Wound Cleaning ,5.20 - 6.95,P-MAGSULPHATE,Foran Magnesium Sulphate Paste is commonly used for drawing out boils and treating minor skin conditions such as carbuncles and boils.,,,,https://www.inishpharmacy.com/p/magnesium-sulfate-paste-/p-magsulphate
Infinity Dressing Scissors,Health->First Aid,6.95,M0312,"Infinity Dressing Scissors are high-quality stainless steel scissors are specially designed for removing dressings.  With one blunt tip for safety, these are suitable for use throughout the household.",,,,https://www.inishpharmacy.com/p/infinity-dressing-scissors/m0312
Kit & Kaboodle Safety Pins,Health->First Aid->Accessories,,mu252,This packet of safety pins contains 5 different sized pins.,,,,https://www.inishpharmacy.com/p/kit-and-kaboodle-safety-pins/mu252
Ichthopaste Bandage 7.5cm x 6m,Health->First Aid->Bandages ,7.95,ICHTHOPASTE,"The Icthopaste Bandage has been designed to help treat leg ulcers, eczema or dermatitis. It helps by providing moisture to reduce any skin irritation. This paste bandage comes in a wrapper and sealed in a polythene bag.    Contains Zinc Oxide 5.32% w/w and Icthammol BP 2%w/w in emulsifying base  Provides a moist woudn healing environment  Helps reduce skin irritation and soothes surrounding skin  Ichthopaste will not dry out when in use",,,,https://www.inishpharmacy.com/p/ichthopaste-bandage-75cm-x-6m/ichthopaste
McDavid Waist Trimmer Level 1 Primary Protection OSFM 491,McDavid Waist Trimmer Level 1 Primary Protection OSFM 491,20.25,401660,"Adjustable back/waist support cushions, compresses and supports while retaining therapeutic heat.  May be used as a part of a comprehensive weight loss program.  Thermal neoprene wrap with nylon facing on both sides.   100% latex-free neoprene (CR)\exclusive of strap/cover fabric.",,,,https://www.inishpharmacy.com/p/mcdavid-waist-trimmer-level-1-primary-protection-osfm-491/401660
McDavid Knee Wrap Adjustable Level 1 Primary Support OSFM 408,McDavid Knee Wrap Adjustable Level 1 Primary Support OSFM 408,13.95,401673,This wrap provides basic support and protection.  Contoured wrap with fully adjustable Velcro closure ensures optimum fit.  Thermal neoprene with nylon facing on both sides.,"100% Latex-free 3,2 mm neoprene (CR) - exclusive of straps/cover fabric",,,https://www.inishpharmacy.com/p/mcdavid-knee-wrap-adjustable-level-1-primary-support-osfm-408/401673
McDavid Large Knee Support With Open Patella Level 1 402,Health->First Aid->Supports,13.95,MCDAVIDKNEE2041,McDavid Large Knee Support with Open Patella Level 1 402 has been designed to help support and relive pain around the knee area. The open patella allows for additional comfort and the heavy duty fabric means that the support is extra durable.,,,,https://www.inishpharmacy.com/p/mcdavid-large-knee-support-with-open-patella-level-1-402/mcdavidknee2041
McDavid Wrist Brace Level 3 Maximum Support Right Hand (454),McDavid Wrist Brace Level 3 Maximum Support Right Hand (454),16.95,P-401665,,,,,https://www.inishpharmacy.com/p/mcdavid-wrist-brace-level-3-maximum-support-right-hand-454/p-401665
McDavid Knee Velcro Elastic Strap Level 1 Primary Protection large 531,Health->First Aid->Supports,13.95,MCDAVIDKNEE6844,"This velcro elastic strap from mcDavid is suitable for all body parts, with its elastic material it is similar to the effect of taping.  It is mostly  used in conditions such as minor knee pain, weak knee minor sprains or instabilities, bursitis, arthritis and tendonitis.",,,,https://www.inishpharmacy.com/p/mcdavid-knee-velcro-elastic-strap-level-1-primary-protection-large-531/mcdavidknee6844
McDavid Knee Wrap Adjustable & Open Level 1 Primary Protection OSFM 409,McDavid Knee Wrap Adjustable & Open Level 1 Primary Protection OSFM 409,16.50,401674,This wrap provides basic support and protection while relieving pressure from the patella.  Fully adjustable Velcro closures assure best possible fit.  Thermal neoprene with nylon facing on both sides.,"100% Latex-free 3,2 mm neoprene (CR) - exclusive of straps/cover fabric",,,https://www.inishpharmacy.com/p/mcdavid-knee-wrap-adjustable-and-open-level-1-primary-protection-osfm-409/401674
McDavid Reusable Hot/Cold Wraps,McDavid Reusable Hot/Cold Wraps,2.99 - 5.00,P-401679,Reusable pack for the application of cold or heat.  Simply put in the freezer or hot water before applying.  Microwaveable,,,,https://www.inishpharmacy.com/p/mcdavid-reusable-hot_cold-wraps/p-401679
McDavid Knee Support Adjustable Level 2 Advanced 419,Health->First Aid->Supports,25.95,P-MCDAVID419,"The McDavid adjustable knee support is designed to reduce symptoms of patellar tendonitis (runners/jumpers knee) Osgood-shlatter disease and patella tracking.  It can be used on both the left or right leg,  it has an adjustable hook and loop closure making sure you get a comfortable fit to suit you.",,,,https://www.inishpharmacy.com/p/mcdavid-knee-support-adjustable-level-2-advanced-419/p-mcdavid419
McDavid Knee Strap Patella Level 2 Advanced Protection Regular 414,McDavid Knee Strap Patella Level 2 Advanced Protection Regular 414,13.15,401672,"Features a semi-tubular buttress in a neoprene strap with a velcro closure for graduated compression of the patellar tendon.  Ideal for patellar tendinitis (jumper's knee, runner's knee) and 'Osgood Slauter's Disease'.",,,,https://www.inishpharmacy.com/p/mcdavid-knee-strap-patella-level-2-advanced-protection-regular-414/401672
McDavid Knee Sleeve 4 Way Elastic with Gel Buttress Med Level 2 Advanced Protection 5125,McDavid Knee Sleeve 4 Way Elastic with Gel Buttress Med Level 2 Advanced Protection 5125,22.95,401685,"4-way stretch elastic material for increased compression and fit without heat retention.  Gel buttress targets soft tissue and patella support.  Moderate support and relief from pain associated with arthritis, bursitis and tendonitis.","62% Nylon, 38% Elasthane",,,https://www.inishpharmacy.com/p/mcdavid-knee-sleeve-4-way-elastic-with-gel-buttress-med-level-2-advanced-protection-5125/401685
McDavid Knee Sleeve Elastic Level 1 Primary Large 510,Health->First Aid->Supports,8.50,MCDAV510,"The mcDavid Elastic east pull on bandage provides support to the knee area.  It fits both right or left and its elastic construction ensures the knee area stays cool as well as staying well protected.  These supports may help conditions such as arthritis, bursitis and tendonitis.",,,,https://www.inishpharmacy.com/p/mcdavid-knee-sleeve-elastic-level-1-primary-large-510/mcdav510
Medrull Hello Kitty Plasters for kids 10 Pack,Health->First Aid->Plasters,1.50,MEDPLASTERRED-7049,Medrull Hello Kitty for kids are a big hit with children. The water-resistant plasters feature fun pictures and bright colours.,,,,https://www.inishpharmacy.com/p/medrull-hello-kitty-plasters-for-kids-10-pack/medplasterred-7049
McDavid Instant Ice Pack,McDavid Instant Ice Pack,1.99 - 5.00,P-401680,,,,,https://www.inishpharmacy.com/p/mcdavid-instant-ice-pack/p-401680
McDavid Elbow Strap with Pads Level 2 Advanced Large 489,Health->First Aid->Supports,16.95,MCDELBOW489L,This elbow support from mc David provides targeted pain relieving pressure using dual sorbothane pads.  It is latex-free and provides thermal compression as well as soft tissue support.  With its adjustable hook and loop closure it is designed to fit secure.,,,,https://www.inishpharmacy.com/p/mcdavid-elbow-strap-with-pads-level-2-advanced-large-489/mcdelbow489l
McDavid Elbow Support Adjustable Level 1 Primary Support OSFM 488,McDavid Elbow Support Adjustable Level 1 Primary Support OSFM 488,13.50,401667,"Features universal sizing and a fully adjustable Velcro closure for optimum fit.  Contoured thermal neoprene wrap, with nylon facing on both sides.",,,,https://www.inishpharmacy.com/p/mcdavid-elbow-support-adjustable-level-1-primary-support-osfm-488/401667
Medrull Fix-O! Cohesive Elastic Bandage,Health->First Aid->Bandages ,2.95,P-lc1201611,This self-adhesive bandage which is non-sticky on hair or skin is soft and comfortable enough to be used on the skin without discomfort. It is made of non woven polypropylene and spandex and is also latex free.,,,,https://www.inishpharmacy.com/p/medrull-fix-o-cohesive-elastic-bandage/p-lc1201611
Medrull Duo Cotton Cosmetic Pads 100 Pack,"Toiletries->Toiletries For Her->Cotton Wool, Wipes & Tissues",1.45,LC12001303,"The Medrull Duo Cotton Cosmetic Pads are made up of 100% cotton fibers which allows for excellent softness, strength and absorbency. Comes in a pack of 100.",,,,https://www.inishpharmacy.com/p/medrull-duo-cotton-cosmetic-pads-100-pack/lc12001303
Medrull Elastic Light Support Bandage,Health->First Aid->Bandages ,0.50 - 0.70,P-MEDRULLBANDAGE10CMX4M,These Medrull light elastic support bandages are a comfortable soft bandage that provides light support when needed.  It is a great asset to any first aid box.  It can be used to support common problems such as sprains or strains.,,,,https://www.inishpharmacy.com/p/medrull-elastic-light-support-bandage/p-medrullbandage10cmx4m
Medrull Elastic Conforming Bandage ,Health->First Aid->Bandages ,0.74 - 0.85,P-MENELSCONFBADG,Medrull Elastic Conforming Bandage Ultra Crepp is a super elastic bandage with selvedges threads. The bandages are made up of 60% polyamide and 40% viscose. Available in two sizes.,,,,https://www.inishpharmacy.com/p/medrull-elastic-conforming-bandage-/p-menelsconfbadg
Medrull Assorted Plasters Family Pack 10 Pack,Health->First Aid->Plasters,1.50,MEDFAMILYORANGE-0095,"This family pack of assorted plasters from Medrull is a must have in any home, it contains 10 different plasters, sure to be suitable for all occasions.",,,,https://www.inishpharmacy.com/p/medrull-assorted-plasters-family-pack-10-pack/medfamilyorange-0095
Medrull Classic Leukoplast Plaster,Health->First Aid->Plasters,0.35 - 1.65,P-MEDRULL0941,"This Medrull Leukoplast plaster is highly reliable, durable and hygienic.  It is mostly used to fix dressings onto skin as well as securing tubes catheters probes and cannulae.",,,,https://www.inishpharmacy.com/p/medrull-classic-leukoplast-plaster/p-medrull0941
Medrull Corn Removal Plasters With Salicylic Acid 12 Pack,Health->First Aid->Plasters,1.95,MEDCORNPLASTER-8459,Medrull Corn Removal Plasters have been deigned to help reduce pain and pressure relief. These waterproof plasters contain salicylic acid which helps to soften the skin.  Not suitable for use by diabetics.,,,,https://www.inishpharmacy.com/p/medrull-corn-removal-plasters-with-salicylic-acid-12-pack/medcornplaster-8459
Medrull AQUA STOP Waterproof Plasters 20 Pack,Health->First Aid->Plasters,1.50,MEDLIGHTBLUE-8282,"The Medrull Aqua Stop Waterproof Plasters are made of a thin, polymeric, perforated fabric. These plasters are waterproof and dirt-resistant. Suitable for sensitive skin.",,,,https://www.inishpharmacy.com/p/medrull-aqua-stop-waterproof-plasters-20-pack/medlightblue-8282
Medrull Adhesive Wound Dressing Ultra Pore,Health->First Aid->Bandages ,0.45 - 0.80,P-ULTRAPORE-7400,"The Medrull Adhesive Ultra Pore Wound Dressing is a self-adhesive absorbent dressing made from soft nonwoven material and is designed for low to moderate wounds, such as surgical wounds, cuts and abrasions.",,,,https://www.inishpharmacy.com/p/medrull-adhesive-wound-dressing-ultra-pore/p-ultrapore-7400
Medrull Antiseptic Extra Care Plasters 20 Packs,Health->First Aid->Plasters,1.50,MEDRULL20RED-3300,"Medrull Antiseptic Extra Care Plasters help protect any wounds or cuts from bacteria or infections from occurring. The extra care waterproof plasters are made up from a thin, perforated polymer material.",,,,https://www.inishpharmacy.com/p/medrull-antiseptic-extra-care-plasters-20-packs/medrull20red-3300
Medisure Digital Thermometer MT-502,Mother & Baby->Children's Health->Thermometers & Monitors,2.95,MS13081,Medisure Digital Thermometer MT-502 is lightweight and easy to carry so perfect for a baby's nappy bag or a first aid box. It is easy to read with results in one minute with an alarm to indicate that the measurement is complete.,,,,https://www.inishpharmacy.com/p/medisure-digital-thermometer-mt-502/ms13081
Nelsons Arnicare Arnica Cooling Gel 30g,Medicines->Pain Relief ->Muscular & Joint Pain,4.95,902127,"Nelsons Arnicare Arnica Cooling Gel is a gentle but effective gel especially designed to ease aching muscles caused by physical exertion or to ease tired heavy legs after a long day.  It contains natural arnica, soothing menthol and natural grapefruit. which  is  specially formulated to leave your muscles feeling relieved and refreshed.",,,,https://www.inishpharmacy.com/p/nelsons-arnicare-arnica-cooling-gel-30g/902127
Opsite Spray On Dressing 40ml,Health->First Aid,4.60,66000679,"Opsite Spray On Dressing is quick and easy way to protect and care for minor wounds.  It seals and protects minor surgical wounds as well as guts, grazes, unbroken blisters and dry wounds. A water resistant forumation which is bacteria proof, yet flexible.",,,,https://www.inishpharmacy.com/p/opsite-spray-on-dressing-40ml/66000679
NeilMed Wound Wash 177ml,Health->First Aid,12.45,NMWOUNDWASH-2101,"Neilmed Wound Wash is used to cleanse minor scrapes and wounds without any stinging or burning.  It can spray in any position making it a must have for your first aid kit.  A sterile, drug-free and preservative free to keep wounds clean and sterile.",,,,https://www.inishpharmacy.com/p/neilmed-wound-wash-177ml/nmwoundwash-2101
