Title,Category,Price,Product Code/ SKU,Short Description,Long Description,How to Use,Active Ingredients,Product URL
Salin Plus Breathe Easy Salt Therapy,"Health->Cold, Flu & Allergy->Salt Therapy & Air Purifiers",148.95,200087,"Salin Plus is a revolutionary salt therapy for home use. Salin Plus may improve the quality of life for sufferers of asthma, cystic fibrosis, bronchitis, C.O.P.D and many other respiratory and allergy conditions, including sinusitis, sleep apnea, tuberculosis, silicosis and laryngitis.","Salin®  uses a new and unique method in an advanced process for treating air. The process works as follows: air is forced through the filter which contains a micro-crystallized deposit of salts, primarily sodium chloride (98 % NaCl, 0.5 % calcium chloride and magnesium, 0.2 % iodine and sulphur).  The  Salin®  Air Purifier works by having air constantly passing through the filter with micro-crystalline salts which creates a fine, constant spry of sodium chloride in the surrounding area, changing the ionization of the air.   The structure of the device is compact and consists of a special filter made from microcrystalline sediment and a bellows mechanism. The device is easy to use and it ensures general purification of the air in different types of areas: room, apartments, offices, even car. Use is recommended mainly at night so as to ensure minimum exposure to the environment of 8 hours a day. If necessary, exposure can be extended to the whole day. One device is adequate for the treatment of max.150 cubic meters (about 55 sq meters). The device has no corrosive effect on the environment it treats.  It is recommended to use on a higher setting for the first month of use, before adjusting to a maintenence setting that suits you.  It is not recommended to use the device  Salin®  in spaces with high humidity or steam, in dusty spaces or in spaces with oily aerosols (kitchen), because these kinds of environments damage the filter.  It is recommended to replace the Salin Plus filters after approximately 4 months of use each night, this is to ensure you get the most from your slat therapy treatment. The unit comes fitted with one Salin Plus filter included. Salin Plus Salt Therapy is not indicated to replace your current medication. If Symptoms worsen, please consult your doctor.","Use is recommended mainly at night so as to ensure minimum exposure to the environment of 8 hours a day. If necessary, exposure can be extended to the whole day. The device is placed in the bedroom, set the desired setting, switched on and works while you sleep.","The unique filters contain micro-crystallized deposits of salts, primarily sodium chloride (98 % NaCl, 0.5 % calcium chloride and magnesium, 0.2 % iodine and sulphur).",https://www.inishpharmacy.com/p/salin-plus-breathe-easy-salt-therapy/200087
Baby Foot Exfoliation Foot Peel 70ml,"Skincare->Hands, Nails & Feet->Foot Peel",19.95,BABYFOOT0984,"The best selling foot peel from Japan is now here! With 1 sold every 3 seconds Baby Foot is the original exfoliant foot peel. Excellent results in 7 days   Scientifically  formulated product contains 17  types of natural extracts  Exfoliate and moisturise at the same time  Skin is left feeling healthy and beautifully soft, like a baby's foot!   BUY 2 FOR €29.95 AND SAVE €9.95","How To Use Baby Foot Exfoliant Foot Peel  1: Wear the booties on both feet  2: Wait for 60 minutes  3: Wash your feet gently with soap  How Does Baby Foot Work?     Desmosome is a cell structure specialised for cell to cell adhesion which holds the layers of skin together. Baby Foot works by gently breaking down desmosomes. This allows dead skin to peel away easily and leaves the skin undamaged. After peeling, your feet are reborn just like a baby’s foot, giving you healthy, beautiful feet.",1: Wear the booties on both feet 2: Wait for 60 minutes 3: Wash your feet gently with soap,,https://www.inishpharmacy.com/p/baby-foot-exfoliation-foot-peel-70ml/babyfoot0984
Endwarts Pen 30 Treatments,Health->Other Healthcare->Footcare->Verruca,13.95,medaewpen,"EndWarts is a safe and unique method to treat warts and veruccas. EndWarts can be used to remove warts from hands, fingers, elbows, knees or verrucas on feet. The EndWarts pen is an effective wart-removing solution that contains Formic acid, which dries out the wart from the inside. The body then gently starts to reject the wart. The Endwarts Pen is safe to use on both children and adults","EndWarts Pen is an easy to use treatment against warts and verruca. Applied once a week by gently pressing the top of the pen against the wart or verruca for one second, the treatment should be effective in 5-15 treatments. The pen can be used on multiple warts or verrucas and will last for up to 30 applications. Treat the warts once a week until the warts have disappeared. It is easy to regulate the amount of the EndWarts solution, depending on the size of the wart or the skin condition.",,"Formic acid, lemon oil.",https://www.inishpharmacy.com/p/endwarts-pen-30-treatments/medaewpen
Salin Plus Salt Therapy Filter - Twin Pack,"Health->Cold, Flu & Allergy->Salt Therapy & Air Purifiers",84.95,200088b,"Salin Plus filters fit the the Salin Plus salt therapy unit. The filter contains micro-crystalline deposits of salts which give the user the proven health benefits of salt therapy for respiratory conditions, allergies and sinus problems. Filters should be changed every 4-5 months (based on nightly use.)",,"Based on being used every night, each Salin Plus Salt Therapy Filter should last approximately 4-5 months. To change the filter, turn off the power supply to your Salin Plus machine. Open the cover and remove the old filter. Place the new Salin Plus filter into the unit using the fitting slots and replace the cover.",,https://www.inishpharmacy.com/p/salin-plus-salt-therapy-filter---twin-pack/200088b
Bioderma Sensibio Forte Rapid Soothing Care 40ml,Health->Other Healthcare->Footcare,14.95,BIODERMFOTE,Bioderma Sensibio Forte Rapid Soothing Care instantly soothes and reduces skin suffering. Sensibio Forte acts quickly to prevent dehydration and increases the skins tolerance threshold. This hydrating and moisturising cream is suitable for children & adults.,"Bioderma carefully selects the purest active ingredients to help preserve, activate or restore the skin’s natural processes. Bioderma reactive the skin’s natural resources to help it resist and recover its normal functions, which are those found in healthy skin. Since 1970 Bioderma has been designing their skincare range by putting biology at the service of dermatology. This original scientific approach has led them to create product formulas that can help and rebuild the skin’s barriers.",Apply Bioderma Sensibio Forte Rapid Soothing Care 2/3 times a day in cases of intense redness and/or overheating.,,https://www.inishpharmacy.com/p/bioderma-sensibio-forte-rapid-soothing-care-40ml/biodermfote
Daktarin 2% Antifungal Powder 20g,Health,3.95,200025,"Daktarin 2% Antifungal Powder is used in the treatment and prevention of bacterial infections in the skin. Infections can appear on the hands, feet, outer ear, trunk and groin. It can be used to treat conditions such as athlete’s foot, dhobie itch and intertrigo and infected nappy rash.      You Must Be Aged Over 18 Years to Purchase This Product","Daktarin 2% Antifungal Powder is used in the treatment and prevention of bacterial infections in the skin. Infections can appear on the hands, feet, outer ear, trunk groin. It can be used to treat conditions such as athlete’s foot, dhobie itch and intertrigo and infected nappy rash. The presence of micronazole nitate means that the fungus and associated bacteria are destroyed. The powder helps to dry the skin as well.  Who can use?  Daktarin 2% Antifungal Powder can be used by adults and children of all ages.  How to take?  Adults and children of all ages apply the powder to the infected area once or twice daily.  If you are pregnant or breast-feeding  If you are pregnant or breast-feeding consult your doctor before purchasing or using this medicine.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.",Adults and children of all ages apply the powder to the infected area once or twice daily.,"Each gram of cutaneous powder contains 2% w/w miconazole nitrate (20mg/g).  Other ingredients: talc (E553b), zinc oxide and silica colloidal anhydrous.",https://www.inishpharmacy.com/p/daktarin-2-antifungal-powder-20g/200025
aQuator Classic Water Ionizer,Health->Other Healthcare->Electrical Health Care,350.00,400283,"aQuator Classic - the at home water ioniser. Ideal for domestic water ionisation. The aQuator Classic  produces ionised alkaline and ionised acidic water - in just 4 minutes! It is an economic, safe and user-friendly device.   The device is operated with the help of a separate control unit. The volume of the device is 3 litres. This produces 2.7 litres of ionised alkaline water and 0.3 litres of ionised acidic water. After the set ionisation time the device gives a sound signal and switches off automatically. The ionised water can then be lifted and the water used at the table.","The aQuator Classic is certified and patented with a 24 month warranty. They are produced by Burbuliukas, Lithuania. The company Burbuliukas is well known for its work in then field of electrochemical activation. In 2009 company implemented the ISO:9001 quality management system.  ....................  Si vous souhaitez posséder à la maison de l’eau saine et propre, vous n’avez besoin que d’une chose : un ionisateur d’eau aQuator. Cet ionisateur d’eau domestique est destiné à la production d’eau ionisée alcaline et d’eau ionisée acide. La contenance de l’appareil est de 3 litres. Après avoir rempli d’eau l’appareil, au bout de seulement 4 min vous posséderez 2,7 litres d’eau ionisée alcaline et 0,3 litre d’eau ionisée acide. Lorsque le temps déterminé d’ionisation est terminé, l’appareil émet un signal sonore et s’éteint automatiquement.  Cet appareil est économique, sûr et facile d’emploi. A l’aide de l’ionisateur aQuator vous produirez facilement vos besoins en eau ionisée.  ....................  Wenn Sie das ionisierte basische AktivWasses und das sauere OxidWasse zu Hause herstellen möchten, brauchen Sie das  Wasserionisator aQuator classic . Das Gerät ist ökonomisch, sicher und einfach zu bedienen.  Wasserionisator aQuator classic  wird mit der Tastatur auf dem Deckel gesteuert. Volumen des Gerätes ist 3L. Schon in ca. 4 Minuten erzeugen Sie 2,7L basisches AktivWasser und 0,3L saures OxidWasser oder umgekehrt bei Bedarf an größerer Menge des sauren OxidWasser.  Nach der Elektrolyse schaltet sich das Gerät automatisch aus und es lautet ein Tonsignal.  Wir empfehlen  Wasserionisator PTV-AL  für die Zeitsparer und auch für Familien aus 3 und mehr Personen.  Die Geräte sind zertifiziert und patentiert.  Volumen des Gerätes 3L.  Garantie ist 2 Jahre  Hergestellt in Litauen im Unternehmen  Burbuliukas & Co .  Beim Gebrauch des basischen AktivWassers alltäglich werden Sie immer in guter Stimmung bleiben, sich munter und energievoll fühlen.  ....................  Jezeli Panstwo chcecie zdrowej i czystej wody potrzebujecie jedynej rzeczy – miec w domu jonizator wody aQuator. Domowy jonizator wody przeznaczony jest do produkcji zjonizowanej wody alkalicznej i kwasowej. Urzadzeniem operuje sie za pomoca konsoli. Pojemnosc urzadzenia – 3l. W 4 min po nalaniu wody do jonizatora w oddzielnych naczyniach otrzymacie 2,7 l zjonizowanej wody alkalicznej i 03 litra zjonizowanej wody kwasowej. Po zakonczeniu sie czasu urzadzenie daje sygnal dzwiekowy i wylacza sie automatycznie. To ekonomiczne, niezawodne, bezpieczne, lekkie w obsludze urzadzenie. Jonizatorem wody aQuator lekko i szybko wyprodukujecie potrzebna ilosc wody zjonizowanej.  Pojemnosc 3 l  Urzadzenia sa certyfikowane i patentowane.  Gwarancja 24 miesiace.  Wyprodukowano w Litwie, w Przedsiebiorstwie ”Burbuliukas”.",,,https://www.inishpharmacy.com/p/aquator-classic-water-ionizer/400283
Aqua Safe Guard Socks,Health->Other Healthcare->Footcare,5.95,P-ASGUARDSOCK,Aqua Safe Guard Socks have been designed to help protect your feet from contracting verruca’s and other water foot infections. The guard socks have a slip resistant sole to ensure your safety when swimming or at the changing rooms. The Aqua Safe Guard Socks are available in four sizes.,,,,https://www.inishpharmacy.com/p/aqua-safe-guard-socks/p-asguardsock
Ansmann Hearing Aid Battery 13 Orange 6 Pack,Health->Other Healthcare->Ear Care,4.95,901078,Ansmann Hearing Aid Battery 13 Orange 6 Pack have been designed so they are lightweight and easy to fit with their tabs. The 13 Orange batteries have long-lasting power and once used up they are easily disposable,,,,https://www.inishpharmacy.com/p/ansmann-hearing-aid-battery-13-orange-6-pack/901078
Alpine SwimSafe Earplugs Special Water Filters & Free Minibox,Health->Other Healthcare->Ear Care,,ALPINESWIMSAFE,"The Alpine SwimSafe Earplugs have been designed to help protect the ears against water when swimming, showering or any water sports. The SwimSafe earplugs help to keep water out from the ears which is ideal if you need to use for ear infections or trying to prevent ear infections from occurring.  Includes a Free Miniboxx with every SwimSafe purchase.",,,,https://www.inishpharmacy.com/p/alpine-swimsafe-earplugs-special-water-filters-and-free-minibox/alpineswimsafe
Alpine WorkSafe Earplugs Special Work Filters & Free Cord,Health->Other Healthcare->Ear Care,,ALPINEWORKSAFE,The Alpine WorkSafe Earplugs are designed to help protect your ears from any harmful and annoying noise during work. Warning noises can still be heard. The easy to wear plugs help to prevent hearing loss and can be worn all day.  Free Alpine strap/cord with every WorkSafe purchase.,,,,https://www.inishpharmacy.com/p/alpine-worksafe-earplugs-special-work-filters-and-free-cord/alpineworksafe
Alpine PartyPlug Earplugs Special Music Filters & Free Minibox,Toiletries->Travel->Travel Adaptors & Accessories,,ALPINEPARTYPLUG,Alpine PartyPlug Earplugs Special Music prevents ringing and peeping in the ears. These reusable earplugs protect up to 25 dB noise while ensuring that conversations can still be heard. The Alpine Acoustic Filters ensure that the music quality is not effected and they are extremely comfortable due to the Alpine Thermo Shape and soft filters. The Miniboxx allows you to take the earplugs with you.,,,,https://www.inishpharmacy.com/p/alpine-partyplug-earplugs-special-music-filters-and-free-minibox/alpinepartyplug
Alpine SleepSoft Earplugs Soft Sleep Filters & Free Cleaner,Health->Other Healthcare->Ear Care,,ALPINESLEEPSOFT,"The Alpine SleepSoft Earplugs have been designed to help absorb ambient noise and snoring sounds. These SleepSoft earplugs are soft and comfortable to wear during the night. Noises such as the doorbell, alarm clock or alarm system can still be heard.  Free Alpine Cleaner with every SleepSoft purchase.",,,,https://www.inishpharmacy.com/p/alpine-sleepsoft-earplugs-soft-sleep-filters-and-free-cleaner/alpinesleepsoft
Alpine Pluggies Kids Earplugs Maximum Protection & Free Stickers,Health->Other Healthcare->Ear Care,,ALPINEPLUGGIESKIDS,The Alpine Pluggies Kids Earplugs has been designed to help protect small ears against harmful loud noises and water. These pluggies are soft and comfortable to wear for children aged from 3-12 years old.   Free six fun stickers with every Alpine Pluggies Kids purchase,,,,https://www.inishpharmacy.com/p/alpine-pluggies-kids-earplugs-maximum-protection-and-free-stickers/alpinepluggieskids
A. Vogel Linoforce Granules 70g,Vitamins,9.50,400235,"A.Vogel Linoforce is a traditional herbal medicine used for the short term relief of occasional constipation. Containing whole Linseed, Senna leaf and Frangula bark. Suitable for adults and children aged over 12 years. Contains measuring spoon.","How To Use A.Vogel Linoforce  Adults and children aged over 12 years. Take 1 level measuring spoon at night with a glass of water or juice.  Linoforce in Pregnancy or Breast Feeding  Do not use A. Vogel Linoforce if you are pregnant or breast feeding.  Do not use if you have difficulty swallowing or have throat problems. read enclosed leaflet before use.  If symptoms worsen or persist for more than one week, consult your doctor.","Take 1 level measuring spoon at night with a glass of water or juice. If symptoms worsen or persist for more than one week, consult your doctor.",,https://www.inishpharmacy.com/p/a-vogel-linoforce-granules-70g/400235
Alpine FlyFit Earplugs Soft Travel Filters & Free Cleaner,Toiletries->Travel->Travel Adaptors & Accessories,,ALPINEFLYFIT,"Alpine FlyFit Earplugs Soft Travel Filters & Free Cleaner are perfect for use while travelling. These reusable earplugs absorb engine and cabin noise while ensuring that conversations can still be heard. They also prevent any difference in pressure and pains in the ears while flying. They are also suitable for use in cars, trains and buses. They are extremely comfortable due to the Alpine Thermo Shape and soft filters. These earplugs have a compact carry case and the Alpine Cleaner to keep them clean allowing them to last longer.",,,,https://www.inishpharmacy.com/p/alpine-flyfit-earplugs-soft-travel-filters-and-free-cleaner/alpineflyfit
Vidisic Eye Gel 0.2 w/w 10g,Health->Other Healthcare,6.39,401110,Vidisic Eye Gel is a long acting aqueous tear substitute and can be used to provide relief in all dry eyes conditions and in sicca syndrome.,Do not use Vidisic Eye Gel while you are wearing contact lenses. It is possible that after application of this product that soem transient blurring of vision may occur. Do not use this product immediatley prior to driving or using machinery.,Hold the tube in an upright position during use so that a small drop will form from the tip. Instill one drop into the conjunctival sac3-5 times daily.,Carbomer 0.2% w/w,https://www.inishpharmacy.com/p/vidisic-eye-gel-02-w_w-10g/401110
Vidisic Eye Gel 0.2 w/w 10g Triple Pack(3x10g),Health,16.99,401111,Vidisic Eye Gel is a long acting aqueous tear substitute and can be used to provide relief in all dry eyes conditions and in sicca syndrome.,This pack contains 3 x 10g Vidisic Eye Gel.  Do not use Vidisic Eye Gel while you are wearing contact lenses. It is possible that after application of this product that soem transient blurring of vision may occur. Do not use this product immediatley prior to driving or using machinery,Hold the tube in an upright position during use so that a small drop will form from the tip. Instill one drop into the conjunctival sac3-5 times daily.,Carbomer 0.2% w/w,https://www.inishpharmacy.com/p/vidisic-eye-gel-02-w_w-10g-triple-pack3x10g/401111
A. Vogel Eye Drops For Dry Irritated Tired Eyes 10ml,Health,11.50,400247,,,,,https://www.inishpharmacy.com/p/a-vogel-eye-drops-for-dry-irritated-tired-eyes-10ml/400247
Vidisic Eye Gel 0.2 w/w 10g TEN PACK (10x10g),Health,50.99,401112,Vidisic Eye Gel is a long acting aqueous tear substitute and can be used to provide relief in all dry eyes conditions and in sicca syndrome.,This pack contains 10 x 10g tubes of Vidisic Eye Gel.  Do not use Vidisic Eye Gel while you are wearing contact lenses. It is possible that after application of this product that soem transient blurring of vision may occur. Do not use this product immediatley prior to driving or using machinery.,Hold the tube in an upright position during use so that a small drop will form from the tip. Instill one drop into the conjunctival sac3-5 times daily.,Carbomer 0.2% w/w,https://www.inishpharmacy.com/p/vidisic-eye-gel-02-w_w-10g-ten-pack-10x10g/401112
3M E-A-R Classic Earplugs,Health->Other Healthcare->Ear Care,0.95 - 7.95,P-3MEAR,3M earplugs are soft spongy energy absorbent foam earplugs which protect your hearing and provide comfort. These are ideal in noisy environments in work or in leisure.,,,,https://www.inishpharmacy.com/p/3m-e-a-r-classic-earplugs/p-3mear
Beauty Formulas Intensive Rough Skin Remover Methanol & Peppermint 100ml,Skincare->Body->Exfoliation,1.80,79907,Beauty Formulas Rough Skin Remover is a special blend of walnut shell that helps to leave the feet soft and smooth. The rough skin remover can be used on knees and elbows as well as feet.  The methanol & peppermint formulas help to cool and revive your feet leaving your feet feeling fresh and smooth.,,,,https://www.inishpharmacy.com/p/beauty-formulas-intensive-rough-skin-remover-methanol-and-peppermint-100ml/79907
Beauty Formulas Odour Control Shoe Spray Odour Neutralising 150ml,Health->Other Healthcare->Footcare,1.70,88051,Beauty Formulas Odour Control Shoe Spray keeps your shoes fresh and odour free. The fast drying anti-fungal agent helps to destroy fungi in the shoe lining that can cause athletes foot.,,,,https://www.inishpharmacy.com/p/beauty-formulas-odour-control-shoe-spray-odour-neutralising-150ml/88051
Beauty Formulas lens Cleaning Wipes 20 pack 88231,Health->Other Healthcare,1.30,009287,Beauty Formulas Lens Cleaning Wipes are suitable for cleansing glass and coated lenses. The wipes are a quick convenient and effective way to clean all types of glass and plastic lenses.,,,,https://www.inishpharmacy.com/p/beauty-formulas-lens-cleaning-wipes-20-pack-88231/009287
Beauty Formulas Hard Skin Remover Double Function Texture ,Health->Other Healthcare->Footcare,1.80,88514,Beauty Formulas Hard Skin Remover has a double Function texture that removes any rough and dry skin. The White side is a medium texture and the blue side is a more course texture.,,,,https://www.inishpharmacy.com/p/beauty-formulas-hard-skin-remover-double-function-texture-/88514
Beauty Formulas Hard Skin Reducing Balm Menthol & Peppermint 75ml,Health->Other Healthcare->Footcare,1.80,88374,Beauty Formulas Hard Skin Reducing Balm will reduce and soften dry cracked skin for lasting relief. The methanol & peppermint balm will restore moisture and leaving your skin feeling smoother and fresher.,,,,https://www.inishpharmacy.com/p/beauty-formulas-hard-skin-reducing-balm-menthol-and-peppermint-75ml/88374
Beauty Formulas Foot Odour Spray 150ml,Health->Other Healthcare->Footcare->Odour Control,1.80,800118,"Beauty Formulas Foot Odour Spray includes antibacterial & antifungal ingredients, that helps to protect against foot odour and wetness.",,,,https://www.inishpharmacy.com/p/beauty-formulas-foot-odour-spray-150ml/800118
Beauty Formulas Deep Penetrating Softening Foot Lotion 100ml 87979,Health->Other Healthcare->Footcare,1.65,900209,"Beauty Formulas Foot Lotion has been formulated with cooling & reviving properties of Menthol and Peppermint. This formula leaves your feet feeling soft, smooth and moisturised.",,,,https://www.inishpharmacy.com/p/beauty-formulas-deep-penetrating-softening-foot-lotion-100ml-87979/900209
Beauty Formulas All Day Deodorising Foot Powder Antibacterial 100g,Health->Other Healthcare->Footcare,1.95,88281,Beauty Formulas All Day deodorant Foot Powder fights odour and absorbs any wetness around the foot area such as sweat. The all-day deodorising foot powder will leave your feet feeling cool and soothes.,,,,https://www.inishpharmacy.com/p/beauty-formulas-all-day-deodorising-foot-powder-antibacterial-100g/88281
