Title,Category,Price,Product Code/ SKU,Short Description,Long Description,How to Use,Active Ingredients,Product URL
Medicare Flight Socks,Health->Other Healthcare->Footcare,16.95,P-MEDIFLIGHT,Medicare Flight Socks have been designed to help prevent deep Vein Thrombosis occurring during a flights or other journeys. These socks help prevent swollen ankles and tired aching legs. They work by providing a graduated compression. Available in 3 different sizes and two colours. Sizes shown are shoe size.   Ideal for all types of journeys  Helps prevent DVT Deep Vein Thrombosis  Helps prevent swollen ankles  Comfortable graduated compression,"How To Put On Flight Socks   Firstly, fold the socks inside out down tot the toe  Gently ease the sock over the toes, then slowly pull to the heel  Smooth over back heel and roll up over your calf.",How To Put On Flight Socks,,https://www.inishpharmacy.com/p/medicare-flight-socks/p-mediflight
Acriflex Cooling Burns Gel 30g,Acriflex Cooling Burns Gel 30g,5.59,300057,,,,,https://www.inishpharmacy.com/p/acriflex-cooling-burns-gel-30g/300057
Mustela Very High Protection Sun Lotion SPF50+ 100ml,Travel Shop->Suncare->Sun Cream ,22.50,MUSTELA-4390,The Mustela Bebe Enfant Very High Sun Protection Sun Lotion SPF 50+ is a water-resistant suncream that is suitable for sun sensitive and intolerant skin.It includes avocado which helps to reinforce the skin barrier and preserves the cellular richness of the skin from UV rays. Can be used for the face and body.,,,,https://www.inishpharmacy.com/p/mustela-very-high-protection-sun-lotion-spf50-100ml/mustela-4390
Alpine FlyFit Earplugs Soft Travel Filters & Free Cleaner,Toiletries->Travel->Travel Adaptors & Accessories,,ALPINEFLYFIT,"Alpine FlyFit Earplugs Soft Travel Filters & Free Cleaner are perfect for use while travelling. These reusable earplugs absorb engine and cabin noise while ensuring that conversations can still be heard. They also prevent any difference in pressure and pains in the ears while flying. They are also suitable for use in cars, trains and buses. They are extremely comfortable due to the Alpine Thermo Shape and soft filters. These earplugs have a compact carry case and the Alpine Cleaner to keep them clean allowing them to last longer.",,,,https://www.inishpharmacy.com/p/alpine-flyfit-earplugs-soft-travel-filters-and-free-cleaner/alpineflyfit
Mustela Very High Protection Sun Lotion SPF50+ 40ml,Travel Shop->Suncare->Sun Cream ,14.50,MUSTELA-6202,The Mustela Bebe Enfant Very High Sun Protection Sun Lotion SPF 50+ is a water-resistant suncream that is suitable for sun sensitive and intolerant skin.It includes avocado which helps to reinforce the skin barrier and preserves the cellular richness of the skin from UV rays. Can be used for the face and body.,,,,https://www.inishpharmacy.com/p/mustela-very-high-protection-sun-lotion-spf50-40ml/mustela-6202
Proven Probiotics Acidophilus & Bifidus For Travellers 14 Pack,Vitamins->Probiotics,7.50,PROVTRAVEL-4215,"Proven Acidophilus & Bifidus for Travellers is specially designed to contain 12.5 billion viable cells of the Lab4b consortium of microflora. When travelling abroad, our digestive system can become unbalanced due to travel and consuming unfamiliar foods.   Helps to maintain digestive function when travelling  Also contains Ginger Root Powder, L-Glutamine and Aloe Vera  Suitable from 2 years  Gluten free  Dairy free",,Adults and children over 12 years old,Each serving (1 capsule) contains 12.5 billion viable cells Lab4b consortium,https://www.inishpharmacy.com/p/proven-probiotics-acidophilus-and-bifidus-for-travellers-14-pack/provtravel-4215
Savlon Advanced Healing Gel 50g,Health->Travel->First Aid,6.95,3015,"Savlon Advanced Healing Gel is suitable for use on both adults and children. The gel helps wounds heal faster and reduces the risk of scarring while the hydro-active colloid formula soothes pain. It is suitable for use on minor burns, cuts and grazes.",,,,https://www.inishpharmacy.com/p/savlon-advanced-healing-gel-50g/3015
Carnation Fleecy Web Roll,Health->Other Healthcare->Footcare->Insoles,5.50,R21554,"Carnation Fleecy Web Roll has been designed relieve friction from around the heel area, sides and tops of feet and the toe area. The web roll allows for a wider area of application.",,,,https://www.inishpharmacy.com/p/carnation-fleecy-web-roll/r21554
Dioralyte Blackcurrant 6 Pack,Health,4.50,400033,"Dioralyte Blackcurrant Powder replaces the water and salt lost from your body when you have diarrhoea. Contains glucose and salts (these are sodium chloride, potassium chloride and disodium hydrogen citrate). The pleasant blackcurrant flavor makes it pleasant to drink.  You Must Be Aged Over 18 Years to Purchase This Product","Who can use Dioralyte?  Dioralyte powder can be used by adults and children over 2 year.  How to take Dioralyte?  Children: One sachet after each loose stool  Adult: One or two sachets after each loose stool  If you are pregnant or breast-feeding  If you are pregnant, trying to become pregnant or are breast feeding, talk to your doctor before using.  Common side effects.  As with all medicines, Dioralyte can cause side effects, although not everyone gets them. You should not normally have any side effects.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.",Children: One sachet after each loose stool Adult: One or two sachets after each loose stool,"Each sachet contains sodium 0.47g, chloride 0.30g, glucose 3.56g, disodium hydrogen citrate 0.53g. Other Ingredients: Colloidal silica, saccharin sodium, blackcurrant flavour.",https://www.inishpharmacy.com/p/dioralyte-blackcurrant-6-pack/400033
Carnation Finger & Toe Bandage,Health->Travel->First Aid,4.25,800192,Carnation Finger & Toe Bandage has been designed to help support either the finger or toe. This easy to use bandage can be cut to your preferred size.,,,,https://www.inishpharmacy.com/p/carnation-finger-and-toe-bandage/800192
Dioralyte Citrus 6 Pack,Health,4.50,400035,"Dioralyte Citrus Powder replaces the water and salt lost from your body when you have diarrhoea. Contains glucose and salts (these are sodium chloride, potassium chloride and disodium hydrogen citrate). The pleasant citrus flavor makes it pleasant to drink.   You Must Be Aged Over 18 Years to Purchase This Product","Who can use Dioralyte?  Dioralyte powder can be used by adults and children over 2 year.  How to take Dioralyte?  Children: One sachet after each loose stool  Adult: One or two sachets after each loose stool  If you are pregnant or breast-feeding  If you are pregnant, trying to become pregnant or are breast feeding, talk to your doctor before using.  Common side effects.  As with all medicines, Dioralyte can cause side effects, although not everyone gets them. You should not normally have any side effects.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.",Children: One sachet after each loose stool Adult: One or two sachets after each loose stool,"Each sachet contains sodium 0.47g, chloride 0.30g, glucose 3.56g, disodium hydrogen citrate 0.53g. Other Ingredients: Colloidal silica, saccharin sodium, lemon/lime flavour.",https://www.inishpharmacy.com/p/dioralyte-citrus-6-pack/400035
Cocoa Brown Tough Stuff Body Scrub Travel Size 50ml,Skincare->Body->Exfoliation,1.50,C1255,Cocoa Brown Tough Stuff Body scrub is now available in travel size. The body scrub is perfect for taking on holidays or weekends away if you want to remove stubborn old tan in an instant,,,,https://www.inishpharmacy.com/p/cocoa-brown-tough-stuff-body-scrub-travel-size-50ml/c1255
Carex Leg Cast Protector (Lower Leg),Health->Travel->First Aid,26.50,P202-00,A reusable 23 inch long plastic cast or bandage protector to be used below the knee.  This allows the wearer to shower or bathe while keeping the casted leg completely dry.   Comes with a stretchable opening that forms a tight seal to keep water out.,,,,https://www.inishpharmacy.com/p/carex-leg-cast-protector-lower-leg/p202-00
Dioralyte Natural 6 Pack,Health,4.50,400034,"Dioralyte Natural Powder replaces the water and salt lost from your body when you have diarrhoea. Contains glucose and salts (these are sodium chloride, potassium chloride and disodium hydrogen citrate).  You Must Be Aged Over 18 Years to Purchase This Product","Who can use Dioralyte?  Dioralyte powder can be used by adults and children over 2 year.  How to take Dioralyte?  Children: One sachet after each loose stool  Adult: One or two sachets after each loose stool  If you are pregnant or breast-feeding  If you are pregnant, trying to become pregnant or are breast feeding, talk to your doctor before using.  Common side effects.  As with all medicines, Dioralyte can cause side effects, although not everyone gets them. You should not normally have any side effects.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.",Children: One sachet after each loose stool Adult: One or two sachets after each loose stool,"Each sachet contains sodium 0.47g, chloride 0.30g, glucose 3.56g, disodium hydrogen citrate 0.53g. Other Ingredients: Colloidal silica, saccharin sodium.",https://www.inishpharmacy.com/p/dioralyte-natural-6-pack/400034
Carnation Exfoliating Foot Scrub 100ml,Health->Other Healthcare->Footcare,3.85,5012654202360,"Carnation Exfoliating Foot scrub helps to smooth dry and hard skin. The ingredients walnut shell and mineral oils work be removing rough, hard skin to leave your foot feeling moisturise and soft.",,,,https://www.inishpharmacy.com/p/carnation-exfoliating-foot-scrub-100ml/5012654202360
Calypso Press & Protect Sun Lotion SPF15 200ml,Health->Travel->Sun Cream,5.95,CAL15PF,"Calypso Press & Protect Sun Lotion SPF 15 is a water resistant and paraben free suncream. This SPF15 medium lotion contains moisturising ingredients that help replenish the natural skin oils lost by exposure to the sun, wind and water.",,,,https://www.inishpharmacy.com/p/calypso-press-and-protect-sun-lotion-spf15-200ml/cal15pf
Carex Arm Cast Protector (Large),Health->Travel->First Aid,22.50,P203-00,"The Cast Protector for the Large Arm keeps casts and bandages dry while showering and bathing. It is made from durable, latex-free plastic and it features a tight sealing plastic ring and diaphragm to keep out water. The size of the Large Arm is 23 inches long and is designed for use below the elbow.",,,,https://www.inishpharmacy.com/p/carex-arm-cast-protector-large/p203-00
Calypso SPF30 Scalp Protection Dry Oil 50ml,Health->Travel->Sun Cream,3.50,CALD30SCA,Calypso Scalp Protection SPF30 is a non-greasy formula which protects the scalp and parting from UVA and UVB rays. This dry oil can be sprayed directly onto the scalp and hair. The scalp protection oil is water-resistant and quick drying.,,,,https://www.inishpharmacy.com/p/calypso-spf30-scalp-protection-dry-oil-50ml/cald30sca
Carex Cast Protector - Youth Arm,Health->Travel->First Aid,22.50,P201-00,"The Cast Protector for the Youth Arm keeps casts and bandages dry while showering and bathing. It is made from durable, latex-free plastic and it features a tight sealing plastic ring and diaphragm to keep out water.  Designed for use below the elbow.",,,,https://www.inishpharmacy.com/p/carex-cast-protector---youth-arm/p201-00
Caldekids Travel Pops Apple Flavour 3 Pack,Medicines->Travel Sickness,2.50,CALDEPOPS,CaldeKids Travel Pops is the easy way to fight travel sickness for children. The apple flavoured travel lollipops help to settle upset tummy’s when traveling. The two natural friendly ingredients ginger and peppermint work together to settle and control regular digestion. CaldeKids Travel Pops are to be taken approximately 30 minutes before travelling.,,,,https://www.inishpharmacy.com/p/caldekids-travel-pops-apple-flavour-3-pack/caldepops
Calypso Antiseptic Spray 100ml,Health->Travel->First Aid,2.50,411005,"Calypso Antiseptic Spray is an ideal product for your first aid box, ideal for everything from insect bites to minor burns, cuts and scrapes.  Its small in size which means super handy for travelling.",,,,https://www.inishpharmacy.com/p/calypso-antiseptic-spray-100ml/411005
Caldera hot and Cold Therapy Wrap Universal Wrap Medium,Health->Pain Relief->Muscular and Joint Pain Relief,,401542,,,,,https://www.inishpharmacy.com/p/caldera-hot-and-cold-therapy-wrap-universal-wrap-medium/401542
Caldera Neck Rest Large 15.25 - 17.25 inches,Travel Shop->Travel Essentials->Travel Comfort,,401545,Caldera Neck Rest is a new alternative neck pillow and show to prevent ad relieve neck and shouder tension. This size fits a neck size 15 & 1/4 inches to 17 & 1/4 inches.   Provides a temporaray lfiting sensation to support the weight of your head  Travelling  Reading  Sleeping  Working at a desk,,,,https://www.inishpharmacy.com/p/caldera-neck-rest-large-1525---1725-inches/401545
La Roche-Posay SPF 50+ Tinted BB Cream 50ml,Toiletries->Travel->Suncream/Aftersun,19.95,LRP1884,The La Roche-Posay Anthelios XL SPF 50+  is a tinted BB Cream that offers high UVA sun protection to your face with a subtle tint. This hydrating face cream is also water resistant and suitable for dry skin.  .,,,,https://www.inishpharmacy.com/p/la-roche-posay-spf-50-tinted-bb-cream-50ml/lrp1884
Medicare Sport Kinesiology Tape 5cm x 5m,Health,8.95,P-200049,,,,,https://www.inishpharmacy.com/p/medicare-sport-kinesiology-tape-5cm-x-5m/p-200049
Incognito Sun Cream Insect Repellent SPF25 150ml ,Health->Travel->Bite & Sting Relief/Prevention,16.95,IC-SUNREPEL,"Incognito Sun Cream Insect Repellent SPF 25 is a natural and organic suns, that helps protect your skin from UVA rays. Unlike most suncreams this Incognito version also acts as a moisturiser and insect repellent. This paraben free suncream is suitable for children aged 2 and up.",,,,https://www.inishpharmacy.com/p/incognito-sun-cream-insect-repellent-spf25-150ml-/ic-sunrepel
Incognito Zap-Ease Instant Bite Relief ,Health->Travel->Bite & Sting Relief/Prevention,4.75,60301,Incognito Zap-Ease Instant Bite Relief has been formulated to help reduce the urge to scratch and swell from bites and stings. This effective and long-lasting bite relief can treat over 1000 bites or stings.,,,,https://www.inishpharmacy.com/p/incognito-zap-ease-instant-bite-relief-/60301
Kool N Soothe Fever Soft Gel Sheets 4 Pack,Health->Travel->First Aid,3.75,KNS1157,"Kool N Soothe Soft gel Sheets are ideal to use to provide immediate relief for fever in children. They are also safe to use with other medicines. The strip is applied to the child's forehead and gives a fast but gentle cooling effect. The sheet will adhere to the skin so that it stays in place, unlike a wet flannel.   Suitable from 1 year old  Ready to use  Provides immediate soothing relief",,,,https://www.inishpharmacy.com/p/kool-n-soothe-fever-soft-gel-sheets-4-pack/kns1157
la Roche-Posay Anthelios XL SPF 50+ Ultra Light Fluid 50ml,Skincare->Body->Sun Cream,19.50,500234,The La Roche-Posay Anthelios XL SPF 50+ sunscreen is an ultra-lightweight formula that is suitable for normal to combination skin. This easy to apply sunscreen is non-greasy with an invisible finish. The SPF 50+ will protect your skin against harmful UVA/UVB rays.,,,,https://www.inishpharmacy.com/p/la-roche-posay-anthelios-xl-spf-50-ultra-light-fluid-50ml/500234
Incognito Organic Java Citronella Pure Essential Oil 10ml,Health->Travel->Bite & Sting Relief/Prevention,5.95,IC0887,The Incognito Organic Java Citronella Pure Essential Oil offers protection from biting insects. This 100% natural oil can be used in bother oil diffusers or burners.,,,,https://www.inishpharmacy.com/p/incognito-organic-java-citronella-pure-essential-oil-10ml/ic0887
La Roche-Posay Rosaliac AR Intense Anti-Redness Intensive Care 40ml,Skincare->Best Selling Skincare Brands->La Roche Posay,23.50,400414,"The La Roche-Posay Intense Anti-Redness Serum has been formulated to help soothe and calm redness-prone skin such as  rosacea . This serum instantly calms any redness, stinging or burning sensations within the skin. The triple action serum is s uitable for  sensitive, dry skin.",,,,https://www.inishpharmacy.com/p/la-roche-posay-rosaliac-ar-intense-anti-redness-intensive-care-40ml/400414
Incognito Natural Crystal Roll-On Citronella Deodorant 64g,Health->Travel->Bite & Sting Relief/Prevention,4.25,IN-0139,The Incognito Natural Crystal Roll-On Deodorant has been designed to be a long-lasting natural deodorant. Infused with a Citrus fragrance this deodorant helps deter any biting insects from your skin.,,,,https://www.inishpharmacy.com/p/incognito-natural-crystal-roll-on-citronella-deodorant-64g/in-0139
Incognito Luxury Loofah Soap,Health->Travel->Bite & Sting Relief/Prevention,7.55,IC-0023,Incognito Luxury Loofah Soaps have been formulated to gently remove any dirt from the skin when exfoliating. The Loofah luxury soap will deter any biting insects from your skin.,,,,https://www.inishpharmacy.com/p/incognito-luxury-loofah-soap/ic-0023
Incognito Moisturiser 200ml,Health->Travel->Bite & Sting Relief/Prevention,13.95,IC-SUN,"The Incognito Moisturiser is a natural and organic formula made up of Avocado, chamomile, geranium, argan, sesame and citronella. These ingredients work together to soothe and moisturise the skin and it also helps to deter any biting insects from your skin.",,,,https://www.inishpharmacy.com/p/incognito-moisturiser-200ml/ic-sun
Incognito Incense Sticks Anti-Mosquito Keep All Insects Away Naturally Use In And Outdoors 10 Pack,Health->Travel->Bite & Sting Relief/Prevention,3.75,400747,Incognitio Incense Sticks Anti-Mosquito are a highly effective and chemical free to keep mosquitos away. The citrus scent and the light smoke will prevent mosquitos from appearing.,,,,https://www.inishpharmacy.com/p/incognito-incense-sticks-anti-mosquito-keep-all-insects-away-naturally-use-in-and-outdoors-10-pack/400747
Incognito Insect Repellent Spray 100ml,Health->Travel->Bite & Sting Relief/Prevention,7.75,800634,"The Incognito Anti-Mosquito Insect Repellent Spray is a non-greasy formula that is 100% effective. This strong natural insect repellent protects you against Mosquitoes that carry Malaria, Zika and Dengue fever. Suitable for children and adults aged 3 months onwards.",,,,https://www.inishpharmacy.com/p/incognito-insect-repellent-spray-100ml/800634
Incognito Hair & Body Wash 200ml,Health->Travel->Bite & Sting Relief/Prevention,8.95,IC-SHAMPOO,"Incognito Hair & Body Wash is a 2 in 1 shampoo and shower gel. This wash contains natural organic ingredients such as Java citronella, bergamot and tea tree oil. These ingredients help deter away any biting insects, dandruff and head lice.",,,,https://www.inishpharmacy.com/p/incognito-hair-and-body-wash-200ml/ic-shampoo
Incognito Anti-Mosquito Room Refresher,Health->Travel->Bite & Sting Relief/Prevention,7.40,IN-0191,Incognito Anti-Mosquito Room Refresher has a fresh pine and citrus aroma that helps deter any biting insects from the room. This anti-mosquito room refresher works indoors for up to 3 months. Can also be used for tents and caravans.,,,,https://www.inishpharmacy.com/p/incognito-anti-mosquito-room-refresher/in-0191
O.R.S. Oral Rehydration Salts (ORS) 24 Soluble Tablets Lemon Flavour,Health,7.95,401457,"O.R.S. Rehydration Salts are perfect for rehydration before/during exercise and also after periods of diarhhoea or vomiting to replace lost fluids and electrolytes. Packaged in handy tubes, they are easy to take with you.",,,,https://www.inishpharmacy.com/p/ors-oral-rehydration-salts-ors-24-soluble-tablets-lemon-flavour/401457
Incognito Anti-Mosquito Luxury Soap 100g,Health->Travel->Bite & Sting Relief/Prevention,4.30,IN-0047,Incognito Anti-Mosquito Luxury Soap has been formulated to deter biting insects from the skin. The citronella bar is 100% natural and vegan friendly.,,,,https://www.inishpharmacy.com/p/incognito-anti-mosquito-luxury-soap-100g/in-0047
O.R.S. Oral Rehydration Salts (ORS) 24 Soluble Tablets Blackcurrant Flavour,Health,8.95,401458,"O.R.S. Rehydration Salts are perfect for rehydration before/during exercise and also after periods of diarhhoea or vomiting to replace lost fluids and electrolytes. Packaged in handy tubes, they are easy to take with you.",,,,https://www.inishpharmacy.com/p/ors-oral-rehydration-salts-ors-24-soluble-tablets-blackcurrant-flavour/401458
Moskito Guard Picaridin Insect Repellent Wipes 15 Pack,Health->Travel->Bite & Sting Relief/Prevention,9.65,MOSKITO-WIPES,"The Moskito Guard Picaridin Insect Repellent wipes have been designed to protect your skin against biting insects such as Mosquitoes, fleas or ticks. The wipes are simple to use and can last up to 8 hours. The non-greasy and water resistant wipes are DEET and Alcohol Free.",,,,https://www.inishpharmacy.com/p/moskito-guard-picaridin-insect-repellent-wipes-15-pack/moskito-wipes
Moskito Guard Picaridin Insect Repellent Spray Lotion 75ml,Health->Travel->Bite & Sting Relief/Prevention,10.85,MOSKITO-SPRAY,"The Moskito Guard Picaridin Insect Repellent Spray has been designed to protect your skin against biting insects such as Mosquitoes, fleas or ticks. This spray includes the maximum strength with 20% Picaridin which ensures that you are protected for up to 8 hours. The non-greasy and water resistant spray is DEET and Alcohol-Free.",,,,https://www.inishpharmacy.com/p/moskito-guard-picaridin-insect-repellent-spray-lotion-75ml/moskito-spray
Medrull Sensitive Hypoallergenic Plasters 20 pieces,Health->First Aid->Plasters,1.50,MEDRULL20YELLOW-4673,Medrull Sensitive Hypoallergenic plasters are a non-woven plaster designed for sensitive skin. This elastic and breathable plasters offer a secure fit and our dirt repellent.,,,,https://www.inishpharmacy.com/p/medrull-sensitive-hypoallergenic-plasters-20-pieces/medrull20yellow-4673
Nivea Sun After Sun Moisturising Soothing Lotion 400ml,Skincare->Body->Sun Cream,7.50,80465,The Nivea After Sun Moisturising Soothing Lotion has been formulated to help cool and soothe skin that has been exposed to sun. This after sun will help your natural tan develop by leaving your skin moisturised.,,,,https://www.inishpharmacy.com/p/nivea-sun-after-sun-moisturising-soothing-lotion-400ml/80465
Medrull My Little Nose Aromaplaster for kids 5 Pack,Medicines->Cold & Flu,1.95,MEDRULL5BLUE-8466,Medrull My Little Nose Aroma patches have been designed to provide relief from nasal congestion. The patches are applied to skin and close to the nose to allow full effect of the patches. These patches are suitable for children aged 3+.,,,,https://www.inishpharmacy.com/p/medrull-my-little-nose-aromaplaster-for-kids-5-pack/medrull5blue-8466
Medrull Pepper Patches 10cm x 18cm (Perforated),Medicines->Cold & Flu,0.75,MEDRULLPEPPER-1924,The Medrull Pepper Patches are thermal heat patches. These patches are used as an additional product in case of common flu.,,,,https://www.inishpharmacy.com/p/medrull-pepper-patches-10cm-x-18cm-perforated/medrullpepper-1924
Medrull Pirates Plasters for kids 10 Pack,Health->First Aid->Plasters,1.50,MEDPIRATES-7018,Medrull Pirates Plasters for kids are a big hit with children. The water-resistant plasters feature fun pictures and bright colours.,,,,https://www.inishpharmacy.com/p/medrull-pirates-plasters-for-kids-10-pack/medpirates-7018
Medrull Ready-Made Sterile Dressing,Health->Travel->First Aid,0.85,6201409,This ready made sterile Medrull dressing is a must for any first aid box. It is sterilized and protects the wound from further harm promoting healing.,,,,https://www.inishpharmacy.com/p/medrull-ready-made-sterile-dressing/6201409
Medrull Mustard Thermal Patches 10 Pack,Medicines->Cold & Flu,1.50,LC8201610,The Medrull Mustard Patches are thermal heat patches that come in a pack of 10. These patches are used as an additional product in case of common flu.,,,,https://www.inishpharmacy.com/p/medrull-mustard-thermal-patches-10-pack/lc8201610
Medrull Mr. Happy Plasters for kids 10 Pack,Health->First Aid->Plasters,1.50,MEDYELLOW-8473,Medrull Mr Happy Plasters for kids are a big hit with children. The water-resistant plasters feature fun pictures and bright colours.,,,,https://www.inishpharmacy.com/p/medrull-mr-happy-plasters-for-kids-10-pack/medyellow-8473
Medrull Hydrocolloid Smart Blister Plaster 6 Pack Medium,Health->First Aid->Plasters,3.95,MEDRULL6GREEN-8398,"Medrull Hydrocolloid Smart blister plasters have been designed to offer instant pain relief to the affective area. Theses plasters give a second skin feeling and help heal, treat and protect from future blisters occurring.",,,,https://www.inishpharmacy.com/p/medrull-hydrocolloid-smart-blister-plaster-6-pack-medium/medrull6green-8398
Medrull Hello Kitty Plasters for kids 10 Pack,Health->First Aid->Plasters,1.50,MEDPLASTERRED-7049,Medrull Hello Kitty for kids are a big hit with children. The water-resistant plasters feature fun pictures and bright colours.,,,,https://www.inishpharmacy.com/p/medrull-hello-kitty-plasters-for-kids-10-pack/medplasterred-7049
Sea Band For Adults Drug Free Relief from Nausea Travel and Morning Sickness,Travel Shop->Travel Health->Travel Sickness,7.99,400884,The Sea-Band is a natural drug-free travel sickness relief band. This reusable band works within 2-5 minutes by using acupressure on the wrist. One size fits all.  Colours may vary. Please contact customerservice@inishpharmacy.com if you require a specific colour.,,,,https://www.inishpharmacy.com/p/sea-band-for-adults-drug-free-relief-from-nausea-travel-and-morning-sickness/400884
Quies Silicone Earplugs 3 Pairs,Health->Travel->Travel Adaptors & Accessories,7.95,QUIESSILICONE,"Quies Silcone Earplugs are ideal to use when swimming. The comfortable water-tight ear plugs mould into the shape of your ear canal to stay in place. These ear plugs can also be used to protect your ears from dust, cold or noise.",,,,https://www.inishpharmacy.com/p/quies-silicone-earplugs-3-pairs/quiessilicone
