Title,Category,Price,Product Code/ SKU,Short Description,Long Description,How to Use,Active Ingredients,Product URL
Desenex Athletes Foot Powder Zinc Undecylenate 20% w/w Undecylenic Acid 2% w/w,Health->Embarassing Conditions->Athlete's Foot,4.95 - 13.95,p-desenex-powder,"Desenex Powder is r ecommended for the treatment and prevention of fungal infections of the feet, armpits, groin and the relief of itching and scaling produced by these fungal infections.","Desenex Powder c ontains two high strength ingredients,it's anti-fungal formulation is ideal for preventing and treating fungal skin infections. Contains Zinc Undecylenate 20% w/w Undecylenic Acid 2% w/w.  Do not use Desenex powder if you are allergic to any of the ingredients. Suitable for use over 2 years of age. Not suitable for treating nail or scalp infections.","Feet: Twice daily, sprinkle powder liberally between toes, on feet, and in the shoes and socks. To prevent re-infection, use daily. Armpits and groin: After washing and drying, apply Desenex Powder liberally over the infected areas.",Zinc Undecylenate 20% w/w Undecylenic Acid 2% w/w,https://www.inishpharmacy.com/p/desenex-athletes-foot-powder-zinc-undecylenate-20-w_w-undecylenic-acid-2-w_w/p-desenex-powder
Bio-Kult Candea Advanced Probiotic Multi-Strain Formula 60 Pack,Vitamins,14.95,400353,"Help strengthen your defences with Bio-Kult Candéa, designed for those who suffer Candida infections (Thrush). Bio-Kult Candéa contains seven strains of probiotic bacteria along with added garlic and grapefruit seed extract - both of which are well known for their naturally powerful properties.","What is Candida?  At least one third of healthy people have the  Candida  fungus in the mouth, intestine or the vagina - but it's normally harmless. However, it can turn into what is known as an invasive fungus, and cause a condition called candidiasis.  Bio-Kult Candéa contains seven strains of probiotic bacteria along with added garlic and grapefruit seed extract - both of which are well known for their naturally powerful properties. Bio-Kult Candéa capsules can be pulled apart and the contents sprinkled on to food, mixed in a drink or swallowed whole.  Bio-Kult Candéa is a scientifically developed 7 strain probiotic with garlic and grapefruit seed extract. Containing 7 strains of probiotic bacteria that can be found naturally in the digestive system, and are proven to survive the high acidity of the stomach.  Contents per Capsule: Grapefruit seed extract 130mg Garlic 60mg Probiotics 1 billion CFU/daily dose (1x10 9  CFU/day) Bio-Kult Candéa contains traces of soya and traces of milk products at a level which would not affect lactose intolerance sufferers. Keep out of reach of children. Ingredients: Cellulose (bulking agent), Grapefruit Seed Extract, Garlic, Probiotic Cultures (see below), Vegetable Capsule (Hydroxypropylmethyl Cellulose). Probiotic cultures NCIMB Lactobacillus casei  PXN37  Lactobacillus rhamnosus  PXN54  Lactobacillus acidophilus  PXN35  Lactobacillus delbrueckii ssp. Bulgaricus  PXN39  Streptococcus thermophilus  PXN66  Bifidobacterium breve  PXN25 Bifidobacterium longum  PXN30 Storage: Store in a cool dry place out of direct sunlight.Does not need refrigeration.","Two capsules daily with or after the main meal. Bio-Kult Candéa capsules can be pulled apart and the contents sprinkled on to food, mixed in a drink or swallowed whole.",Grapefruit seed extract 130mg Garlic 60mg Probiotics 1 billion CFU/daily dose (1x10 9  CFU/day) Bio-Kult Candéa contains traces of soya and traces of milk products at a level which would not affect lactose intolerance sufferers.,https://www.inishpharmacy.com/p/bio-kult-candea-advanced-probiotic-multi-strain-formula-60-pack/400353
Desenex Athletes Foot Ointment 30g Zinc Undecylenate 20% w/w Undecylenic Acid 5% w/w,Health->Embarassing Conditions->Athlete's Foot,4.50 - 19.50,p-desenex,"Deseenex Ointment soothes ithcing and burning feet. Deseenex can be used to treat athlete's foot fungi, with a high strength formula.","Desenex ointment is a high strength anti-fungal ointment, for treating foot fungi such as athlete's foot, or jock itch and other fungal skin infections. The ointment can also be used in the armpit or under the breast areas, if a fungal rash appears in those areas.  Contains both Zinc Undecylenate 20% w/w and Undecylenic Acid 5% w/w.","Feet: Twice daily, wash and dryt he infected area, apply a half inch of ointment and rub gently between toes and on feet. Spread evenly. Continue for two weks after symptoms disappear. Armpits and Groin areas: Apply a smooth even coating of ointment to the affected areas as required.",Zinc Undecylenate 20% w/w and Undecylenic Acid 5% w/w,https://www.inishpharmacy.com/p/desenex-athletes-foot-ointment-30g-zinc-undecylenate-20-w_w-undecylenic-acid-5-w_w/p-desenex
Acic 5% Cream Cold Sore Treatment,Health->Embarassing Conditions->Mouth Ulcers & Cold Sores,5.95,acic-cream,Acic 5% Cream Cold Sore Treatment is used to treat cold sores. These are caused by the herpes simplex virus. This cream  contains 50 milligrams of aciclovir per gram.  You Must Be Aged Over 18 Years to Purchase This Product.,"Who can use?    This product is for use in adults and children.    How to use?  Start using the cream when you get the first signs of infection. You may see skin blisters or be able to recognise the tingle sensation that means a blister will soon appear. Spread a thin layer of cream onto the cold sore about every 4 hours during your day (5 times per day), using a cotton bud.  If you are pregnant or breast-feeding.    As with all medication, please consult your doctor if you are pregnant or breast-feeding before using this product.  Driving and using machines  This medication should not impair your ability to drive or use machinery, however if you are affected in any way do not drive or use machinery.  Possible side effects   This medication can have side-effects, like all medicines, although these are usually mild and do not affect everyone. If you experience any side effects, please consult your doctor.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.","Start using the cream when you get the first signs of infection. You may see skin blisters or be able to recognise the tingle sensation that means a blister will soon appear. Spread a thin layer of cream onto the cold sore about every 4 hours during your day (5 times per day), using a cotton bud.",Contains 50 milligrams of aciclovir per gram.,https://www.inishpharmacy.com/p/acic-5-cream-cold-sore-treatment/acic-cream
Bio-Kult Pro-Cyan 45 Capsules,Vitamins,14.95,400858,"Bio-Kult Pro-Cyan has an advanced triple action formula.   Cranberry extract, 36mg A-type PACs  Probiotic Cultures,  L.acidophilus PXN 35, L.Plantarum PXN 47  Vitamin A - for maintaining the immune system.","Bio-Kult Pro-Cyan is an advanced triple action formula containing cranberry extract, live bacteria and Vitamin A.  Lifestyle changes, stress, medicines and disease can sometimes deplete our beneficial gut bacteria, allowing E.coli to become established and cause infections. These infections can damage mucous membranes which line the urinary tract. Bio-Kult Pro-Cyan is a triple action formula scientifically developed with cranberry extract (36mg PACs), two specifically selected live bacteria strains and Vitamin A which contrinutes to the normal function of the immune system and the maintenance of mucous membranes which can be found lining the urinary tract.   Can be stored at room temperature without the need for refrigeration  Total viable count guaranteed to the end of the 2 year shelf life  Suitable for children and pregnant women (we would always suggest consulting your doctor or healthcare practitioner before taking any food supplement)  Gluten free  Contains traces of soya and traces of milk at a level which will not affect lactose intolerance sufferers",,,https://www.inishpharmacy.com/p/bio-kult-pro-cyan-45-capsules/400858
Naloc Fungal Nail Treatment 10ml,Health,14.95,200028,"Naloc is a topical treatment (on the nail) for discoloured and deformed nails resulting from fungal infection or psoriasis. Naloc increases hydration, gently smoothes the outer layers of the nail plate by changing the nail’s microenvironment and improving nail surface integrity, preventing the growth of fungi and bacteria. Naloc also improves the appearance of nails and keeps them in good condition. In a clinical study most users saw improvement in nail appearance in only 2 weeks, and 92% after 8 weeks.*",,,"Naloc has a patented composition consisting of propylene glycol, urea and lactic acid. The ingredients in Naloc are all GRAS listed compounds (General Regarded as Safe by FDA) and fully biodegradable. The product is free from preservatives and fragrances.",https://www.inishpharmacy.com/p/naloc-fungal-nail-treatment-10ml/200028
Endwarts Pen 30 Treatments,Health->Other Healthcare->Footcare->Verruca,13.95,medaewpen,"EndWarts is a safe and unique method to treat warts and veruccas. EndWarts can be used to remove warts from hands, fingers, elbows, knees or verrucas on feet. The EndWarts pen is an effective wart-removing solution that contains Formic acid, which dries out the wart from the inside. The body then gently starts to reject the wart. The Endwarts Pen is safe to use on both children and adults","EndWarts Pen is an easy to use treatment against warts and verruca. Applied once a week by gently pressing the top of the pen against the wart or verruca for one second, the treatment should be effective in 5-15 treatments. The pen can be used on multiple warts or verrucas and will last for up to 30 applications. Treat the warts once a week until the warts have disappeared. It is easy to regulate the amount of the EndWarts solution, depending on the size of the wart or the skin condition.",,"Formic acid, lemon oil.",https://www.inishpharmacy.com/p/endwarts-pen-30-treatments/medaewpen
Always Discreet For Sensitive Bladder Normal Pads 12 Pack,Health->Continence Care->Pads,2.95,ALWAYS6499,"Always Discreet for Sensitive Bladder Normal Pads 12 Pack are perfect for use by those who suffer occasional leakage when sneezing or coughing. The rapid dry and dual lock protection locks away moisture and the exclusive odour lock technology, which is lightly scented prevents the risk of odours. These pads are ultra-thin and longer than the small pads for maximum comfort.",,,,https://www.inishpharmacy.com/p/always-discreet-for-sensitive-bladder-normal-pads-12-pack/always6499
Anbesol Liquid,Health->Embarassing Conditions->Mouth Ulcers & Cold Sores,4.95 - 7.95,P-900064,Anbesol liquid is used to ease the pain and discomfort associated with mouth ulcers and denture irritation.  It contains chlorocresol and cetylpyridinium chloride which kills bacteria.,,,,https://www.inishpharmacy.com/p/anbesol-liquid/p-900064
Always Discreet Underwear Normal Large 10 Pack,Secure Shopping,8.95,ALUNDERWEARLGE,"Always Discreet Underwear Normal Large 10 Pack provide protection from wetness if you suffer from bladder weakness or unintentional frequent urination. These low waisted pants are discrete and comfortable. They have a triple layer, double leak guard to prevent leakage and an exclusive odour lock technology which is lightly scented to eliminate odours. These pants allow you to carry out a normal day without worry.",,,,https://www.inishpharmacy.com/p/always-discreet-underwear-normal-large-10-pack/alunderwearlge
Anhydrol Forte 20% Cutaneous Solution 60ml,Secure Shopping->Trade Accounts,10.95,anhy,Anhydrol Forte protects against excessive perspiration/sweating. The active ingredient aluminium chloride hexahydrate reduces sweating by blocking sweat ducts in the skin and provides a deodorant by killing the bacteria which causes body odour.  You Must Be Aged Over 18 Years to Purchase This Product,"Who can use?  This product is for use in adults and children 6 years and older.    How to use?  Use only on the armpits, hands and feet  Ensure the area is dry before use.  Tip the bottle to wet the roller ball (ensure the lid is tight beforehand). Unscrew the cap and apply the product to the affected area, as required  Allow to dry naturally then wash hands.  Leave overnight, then wash off thoroughly in morning.  Initially use for 2 nights in a row and then don’t use for 2 nights.  Repeat cycle for as long as needed then decrease frequency to suit your needs.  If you are pregnant or breast-feeding.    Please consult your doctor before using this product if you are pregnant or breastfeeding.  Driving and using machines  There are no known side effects which would impair your ability to drive or use machinery.  Possible side effects   Irritation and redness at the site of application.  KEEP ALL MEDICINES OUT OF THE EACH OF CHILDREN.  READ THE PATIENT LEAFLET BEFORE TAKING THIS MEDICATION.","Use only on the armpits, hands and feet Ensure the area is dry before use. Tip the bottle to wet the roller ball (ensure the lid is tight beforehand). Unscrew the cap and apply the product to the affected area, as required Allow to dry naturally then wash hands. Leave overnight, then wash off thoroughly in morning. Initially use for 2 nights in a row and then don’t use for 2 nights. Repeat cycle for as long as needed then decrease frequency to suit your needs.",aluminium chloride hexahydrate 20% w/v,https://www.inishpharmacy.com/p/anhydrol-forte-20-cutaneous-solution-60ml/anhy
Always Discreet Underwear Low Rise Pants Medium 12 Pack,Health->Continence Care->Pants,8.95,ALLOWRISEMED,"Always Discreet Underwear Low Rise Pants Medium 12 Pack provide protection from wetness if you suffer from bladder weakness or unintentional frequent urination. These low-rise pants are discrete and comfortable due to their cotton like feel. They have a triple layer, double leak guard to prevent leakage and an exclusive odour lock technology which is lightly scented to eliminate odours. These pants allow you to carry out a normal day without worry.",,,,https://www.inishpharmacy.com/p/always-discreet-underwear-low-rise-pants-medium-12-pack/allowrisemed
Always Discreet For Sensitive Bladder Small Pads 20 Pack,Health->Continence Care->Pads,3.65,ALDISCREETSMALL,"Always Discreet for Sensitive Bladder Small are perfect for use by those who suffer occasional leakage when sneezing or coughing. The rapid dry and dual lock protection locks away moisture and the exclusive odour lock technology, which is lightly scented prevents the risk of odours. These pads are ultra-thin for maximum comfort.",,,,https://www.inishpharmacy.com/p/always-discreet-for-sensitive-bladder-small-pads-20-pack/aldiscreetsmall
Always Discreet For Sensitive Bladder Liners Plus 20 Pack,Health->Embarassing Conditions->Bladder Weakness,2.50,ALLINERSPLUS20,"Always Discreet For Sensitive Bladder Liners Plus 20 Pack are perfect for use by those who suffer occasional leakage when sneezing or coughing. The rapid dry and dual lock protection locks away moisture and the exclusive odour lock technology, which is lightly scented prevents the risk of odours. These pads are ultra-thin and longer than the normal pads for extra protection and comfort.",,,,https://www.inishpharmacy.com/p/always-discreet-for-sensitive-bladder-liners-plus-20-pack/allinersplus20
Always Discreet For Sensitive Bladder Long Pads 10 Pack,Health->Embarassing Conditions->Bladder Weakness,2.95,ALWAYS3896,"Always Discreet for Sensitive Bladder Long Pads 10 Pack are perfect for use by those who suffer occasional leakage when sneezing or coughing. The rapid dry and dual lock protection locks away moisture and the exclusive odour lock technology, which is lightly scented prevents the risk of odours. These pads are ultra-thin and longer than the normal pads for extra protection and comfort.",,,,https://www.inishpharmacy.com/p/always-discreet-for-sensitive-bladder-long-pads-10-pack/always3896
A. Vogel Prostasan Saw Palmetto Capsules 30 Pack,Vitamins->Mens Health Vitamins,15.50,VOGEL-PROSTASAN,A.Vogel Prostasan Capsules have been formulated to help treat symptoms of an enlarged prostate. This traditional herbal medicinal product will help to relieve urinary discomfort that is associated with a feeling of not being able to empty your bladder.  It is recommended to take one capsule per day.,,,,https://www.inishpharmacy.com/p/a-vogel-prostasan-saw-palmetto-capsules-30-pack/vogel-prostasan
Licetec V-Comb Capture Filters 8 Pack,Health->Embarassing Conditions,10.95,TTCF01,Licetec V-comb Capture Filters are designed to be used with the V-comb Electrical head lice device.  Quick and easy to insert and change these filters the device is an ideal way to deal with head lice in your household.,,,,https://www.inishpharmacy.com/p/licetec-v-comb-capture-filters-8-pack/ttcf01
Always Discreet For Sensitive Bladder Liners 24 Pack,Health->Embarassing Conditions->Bladder Weakness,2.50,ALLINERSPINK24,"Always Discreet for Sensitive Bladder Liners 24 Pack are perfect for use by those who suffer occasional leakage when sneezing or coughing. The rapid dry and dual lock protection locks away moisture and the exclusive odour lock technology, which is lightly scented prevents the risk of odours. These pads are ultra-thin for added comfort.",,,,https://www.inishpharmacy.com/p/always-discreet-for-sensitive-bladder-liners-24-pack/allinerspink24
Aloclair Plus Gel Mouth Ulcer Fast Pain Relief & Healing 8ml,Health,5.95,400238,"Aloclair Plus Gel provides fast, long lasting relief & healing for mouth ulcers and other small lesions such as those caused by braces and ill-fitting dentures.","Aloclair Plus Gel Aloclair Plus Gel  promotes healing and helps in the management of pain caused by small lesions in the mouth such as those due to aphthous stomatitis, aphthous ulcers and those caused by braces and ill-fitting dentures. It is also indicated for diffuse aphthous ulcers. Aloclair Plus Gel  works by forming a protective film which adheres on the oral cavity to create a mechanical barrier to the affected area, thus relieving the pain caused by exposed nerve endings. Aloclair Plus Gel  contains Polyvinylpyrrolidone and Sodium Hyaluronate to help gently and quickly soothe away the pain, and hyaluronic acid and aloe vera to support the natural healing process. Aloclair Plus  has a very mild liquorice flavour and is suitable for all ages including children and babies. It contains no alcohol so will not sting, and it will not have any effect on other medication you may be taking Aloclair Plus Gel  is a handy pocket sized tube, making it ideal for when you are out and about. As with the rest of the range, no fingers are needed, reducing the risk of contamination.","Apply 1 or 2 drops of gel to cover the whole mouth ulcer or lesion. Avoid direct contact of the applicator with the lesion. Do not touch the lesion with the tongue for at least 2 minutes to allow the protective film to form. Use 3-4 times a day, or as needed and avoid eating for at least 1 hour after application.","Ingredients Aqua, propylene glycol, polyvinylpyrrolidone (PVP), maltodextrin,  PEG-40 hydrogenated castor oil, xanthan gum,  potassium sorbate, sodium benzoate,  sodium hyaluronate, aroma,  benzalkonium chloride,  disodium EDTA, sodium saccarin, dipotassium glycyrrhizate,   aloe barbadensis .",https://www.inishpharmacy.com/p/aloclair-plus-gel-mouth-ulcer-fast-pain-relief-and-healing-8ml/400238
Licetec V-Comb Electrical Head Lice Treatment,Health->Embarassing Conditions,36.50,TTVC01,V-Comb is a revolutionary device that involves combing and vacuuming to eliminate head lice and eggs.  As you comb through the hair the device extracts the headlice and their using a vacuum.  The device uses led light as it vacuums so you see exactly what is being removed from the affected area.  Gentle on the scalp and easy to use this is a must have to ensure your home stays headlice free.,,,,https://www.inishpharmacy.com/p/licetec-v-comb-electrical-head-lice-treatment/ttvc01
Aloclair Plus Mouth Ulcer Spray Fast Pain Relief and Healing 15ml,Health,6.95,400258,,,,,https://www.inishpharmacy.com/p/aloclair-plus-mouth-ulcer-spray-fast-pain-relief-and-healing-15ml/400258
Carnation Soothing Foot Powder 75g,Health->Other Healthcare->Footcare->Fungal Infections,4.50,800196,"Carnation Soothing Foot Powder soothes and refreshes your feet and helps absorb excess moisture, leaving your feet fresh and healthy.",,,,https://www.inishpharmacy.com/p/carnation-soothing-foot-powder-75g/800196
Carex Sitz Bath Fits All Standard Toilets,Health->Embarassing Conditions->Haemorrhoids & Piles,26.95,P70800,"Designed to fit all standard toilets, the Sitz Bath is perfect for the  treatment of haemorrhoids (piles) and other conditions in the anal and genital area.This allows hygeine for patients recovering from episiotomies, haemorrhoids and other conditions.   Durable and easy to clean  Convenient on / off control clip  Fits all standard toilets",,,,https://www.inishpharmacy.com/p/carex-sitz-bath-fits-all-standard-toilets/p70800
Capasal Herbal Shampoo 100ml,Health->Embarassing Conditions->Dandruff,7.50,300048,,,,,https://www.inishpharmacy.com/p/capasal-herbal-shampoo-100ml/300048
Blistex Intensive Moisturiser 5g,Skincare->Face->Lip,3.50,BLISTEX-MOISTURE,"Blistex Intensive Moisturiser Lip Cream helps to relieve dry cracked and chapped lips.  It's highly moisturising formula leaves your lips smooth hydrated and moisturised. With an effective formula which works well under all conditions including the harsh winter air and the summer sun, it is the perfect lip cream for all occasions.",,,,https://www.inishpharmacy.com/p/blistex-intensive-moisturiser-5g/blistex-moisture
